Business Legal Name,City,zipcode,Race or Ethnicity,Gender,Race Adjusted,Ethnicity Adjusted,Top City,Chicago Region,Illinois Region
First Floor Theater,Chicago,60622,White,Female,White,,Chicago,Near West,City of Chicago
Indie-Pendent Industries LTD,Chicago,60622,White,Male,White,,Chicago,Near West,City of Chicago
"Jackson Junge, Inc.",Chicago,60622,White,Male,White,,Chicago,Near West,City of Chicago
JAMDEK CORPORATION,Chicago,60622,White,Male,White,,Chicago,Near West,City of Chicago
"KICKSTAND PRODUCTIONS, INC.",Chicago,60622,White,Male,White,,Chicago,Near West,City of Chicago
Kurt Elling Inc,Chicago,60622,White,Female,White,,Chicago,Near West,City of Chicago
LATITUDE Inc NFP,Chicago,60622,White,Female,White,,Chicago,Near West,City of Chicago
Latitude Inc. NFP,Chicago,60622,White,Female,White,,Chicago,Near West,City of Chicago
Sarah Joyce,Chicago,60622,White,Female,White,,Chicago,Near West,City of Chicago
Sigsaly Limited,Chicago,60622,White,Male,White,,Chicago,Near West,City of Chicago
"The Den Theatre Chicago, LLC",Chicago,60622,White,Male,White,,Chicago,Near West,City of Chicago
"The Green Room, Inc.",Chicago,60622,White,Male,White,,Chicago,Near West,City of Chicago
Ukrainian Institute of Modern Art,Chicago,60622,White,Female,White,,Chicago,Near West,City of Chicago
Urban Gateways,Chicago,60622,White,Male,White,,Chicago,Near West,City of Chicago
Wicker Park Guitar,Chicago,60622,White,Male,White,,Chicago,Near West,City of Chicago
BKBG Management Company,Chicago,60622,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,Near West,City of Chicago
Better Boys Foundation,Chicago,60623,Black or African American,Female,Black or African American,,Chicago,West Side,City of Chicago
Boyce Enterprise,Chicago,60623,Black or African American,Female,Black or African American,,Chicago,West Side,City of Chicago
Chedda Shoe Company,Chicago,60623,Black or African American,Male,Black or African American,,Chicago,West Side,City of Chicago
Invisible Landscapes LLC,Chicago,60623,White,Female,White,,Chicago,West Side,City of Chicago
Ariella Santoyo,Chicago,60623,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,West Side,City of Chicago
Dazzle Events Inc,Chicago,60623,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,West Side,City of Chicago
LoneWolf Records LLC,Chicago,60623,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,West Side,City of Chicago
Dorrie Hubbard,Chicago,60624,Black or African American,Male,Black or African American,,Chicago,West Side,City of Chicago
Faith Management 11:1 LLC,Chicago,60624,Black or African American,Male,Black or African American,,Chicago,West Side,City of Chicago
jean-christophe leroy,Chicago,60624,Asian American White,Male,Multiracial,,Chicago,West Side,City of Chicago
Gustavo Cortinas Fouilloux,Chicago,60624,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,West Side,City of Chicago
Koh-Varilla Guild inc,Chicago,60625,Asian American,Female,Asian American,,Chicago,North Side,City of Chicago
Inspired by Her LLC,Chicago,60625,Black or African American,Female,Black or African American,,Chicago,North Side,City of Chicago
Chicago Dance Crash NFP,Chicago,60625,I decline to answer,I decline to answer,I decline to answer,,Chicago,North Side,City of Chicago
"SOUL WHAT RECORDS, INC",Chicago,60625,I decline to answer,I decline to answer,I decline to answer,,Chicago,North Side,City of Chicago
The Curious Theatre Branch,Chicago,60625,Multiple Races,Female,Multiracial,,Chicago,North Side,City of Chicago
Marie Sits LLC,Chicago,60625,American Indian/Native American or Alaska Native White Not Listed Multiple Races,Female,Multiracial,,Chicago,North Side,City of Chicago
Big Hello Inc.,Chicago,60625,Not Listed,Female,Not Listed,,Chicago,North Side,City of Chicago
Beau Sample,Chicago,60625,White,Male,White,,Chicago,North Side,City of Chicago
Brad Macdonald,Chicago,60625,White,Male,White,,Chicago,North Side,City of Chicago
Catherine Schwalbe,Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
Ellyzabeth Adler,Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
G Music Ltd.,Chicago,60625,White,Male,White,,Chicago,North Side,City of Chicago
GERMAN AMERICAN NATIONAL CONGRESS CHAPTER CHICAGO NORTH DBA D.A.N.K. HOUSE,Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
Global Explorers Kids,Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
Griffin Theatre Company,Chicago,60625,White,Male,White,,Chicago,North Side,City of Chicago
John Abbey,Chicago,60625,White,Male,White,,Chicago,North Side,City of Chicago
Joshua S Torrey,Chicago,60625,White,Male,White,,Chicago,North Side,City of Chicago
Kurt Lubbe,Chicago,60625,White,Male,White,,Chicago,North Side,City of Chicago
"LMS Innovations, Inc.",Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
Lookingglass Theatre Company,Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
Melina Ausikaitis,Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
Old Town School of Folk Music,Chicago,60625,White,Male,White,,Chicago,North Side,City of Chicago
Project Danztheatre Company,Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
Rebecca G Studio (Rebecca Gaspelin),Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
The Chicago Mosaic School,Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
The Curious Theatre Branch,Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
The Matthew Skoller Band,Chicago,60625,White,Male,White,,Chicago,North Side,City of Chicago
Working In Concert,Chicago,60625,White,Female,White,,Chicago,North Side,City of Chicago
Zachary Crewse,Chicago,60625,White,Nonbinary,White,,Chicago,North Side,City of Chicago
Ensemble Espanol Spanish Dance Theater,Chicago,60625,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,North Side,City of Chicago
Hell in a Handbag Productions,Chicago,60625,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,North Side,City of Chicago
N/A,Chicago,60625,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,North Side,City of Chicago
"Alvin B Cobb, Jr.",Chicago,60626,Black or African American,Male,Black or African American,,Chicago,North Side,City of Chicago
Janvier Jones,Chicago,60626,Black or African American,Female,Black or African American,,Chicago,North Side,City of Chicago
Crystal Chan,Chicago,60626,Asian American White Multiple Races,Female,Multiracial,,Chicago,North Side,City of Chicago
"Lifeline Productions, Inc",Chicago,60626,Black or African American White,Female,Multiracial,,Chicago,North Side,City of Chicago
I have been treated at Athletico in the past,Chicago,60626,White Multiple Races,Female,Multiracial,,Chicago,North Side,City of Chicago
Select or enter,Chicago,60626,White Multiple Races,Female,Multiracial,,Chicago,North Side,City of Chicago
Aaron M Davidson,Chicago,60626,White,Male,White,,Chicago,North Side,City of Chicago
Cathryn Slater,Chicago,60626,White,Female,White,,Chicago,North Side,City of Chicago
"Chicago Industrial Arts and Design Center, NFP",Chicago,60626,White,Male,White,,Chicago,North Side,City of Chicago
Chicago Tap Theatre NFP,Chicago,60626,White,Male,White,,Chicago,North Side,City of Chicago
Judy L Brown,Chicago,60626,White,Female,White,,Chicago,North Side,City of Chicago
LIFELINE PRODUCTIONS INC,Chicago,60626,White,Male,White,,Chicago,North Side,City of Chicago
Martin McCormack,Chicago,60626,White,Male,White,,Chicago,North Side,City of Chicago
Matthew Griffo,Chicago,60626,White,Male,White,,Chicago,North Side,City of Chicago
One City Films LLC,Chicago,60626,White,Male,White,,Chicago,North Side,City of Chicago
Synapse Arts Collective,Chicago,60626,White,Female,White,,Chicago,North Side,City of Chicago
The Factory Theater Company,Chicago,60626,White,Male,White,,Chicago,North Side,City of Chicago
Theatre Above the Law,Chicago,60626,White,Male,White,,Chicago,North Side,City of Chicago
Arts In Motion LLC,Chicago,60628,Black or African American,Male,Black or African American,,Chicago,Far South,City of Chicago
duane rylko,Chicago,60628,Black or African American,Male,Black or African American,,Chicago,Far South,City of Chicago
Kyel Joi Brooks,Chicago,60628,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
Makeup Monroe LLc,Chicago,60628,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
SALON 59 INC.,Chicago,60629,Not Listed,Male,Not Listed,,Chicago,Southwest,City of Chicago
Rousary Photography LLC,Chicago,60629,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Southwest,City of Chicago
Teatro Tariakuri,Chicago,60629,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Southwest,City of Chicago
M Dance Center LLC,Chicago,60630,Asian American,I decline to answer,Asian American,,Chicago,Northwest,City of Chicago
The Gift Theatre,Chicago,60630,Multiple Races,Male,Multiracial,,Chicago,Northwest,City of Chicago
Corbin Andrick Music,Chicago,60630,White,Male,White,,Chicago,Northwest,City of Chicago
Gold Point Studio LLC,Chicago,60630,White,Female,White,,Chicago,Northwest,City of Chicago
Quartet Parapluie,Chicago,60630,White,Female,White,,Chicago,Northwest,City of Chicago
Teatro Vista Theatre With A View,Chicago,60630,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
Chicago City Theatre Company,Chicago,60631,I decline to answer,Female,I decline to answer,,Chicago,Northwest,City of Chicago
"Pravda Records, Inc",Chicago,60631,White,Male,White,,Chicago,Northwest,City of Chicago
HASAN ALKHALDI,Chicago,60632,White,Male,White,,Chicago,Southwest,City of Chicago
NADIA ALKHALDI,Chicago,60632,White,Male,White,,Chicago,Southwest,City of Chicago
Mexican Folkloric Dance Company of Chicago,Chicago,60632,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,Southwest,City of Chicago
DJ Nails ltd,Burnham,60633,Asian American,Male,Asian American,,z_Not a Top City,Far South,City of Chicago
Zsa Vue Entertainment & Productions,Chicago,60634,Black or African American,Female,Black or African American,,Chicago,Northwest,City of Chicago
Anita Rossi Art,Chicago,60634,White,Female,White,,Chicago,Northwest,City of Chicago
Chicago Kids Company,Chicago,60634,White,Female,White,,Chicago,Northwest,City of Chicago
Jason Relyea Mitchneck,Chicago,60634,White,Male,White,,Chicago,Northwest,City of Chicago
Ratboys LLC,Chicago,60634,White,Female,White,,Chicago,Northwest,City of Chicago
RCK Productions LLC,Chicago,60634,White,Male,White,,Chicago,Northwest,City of Chicago
Rebel Rhythm Inc.,Chicago,60634,White,Female,White,,Chicago,Northwest,City of Chicago
The House of Glam and Juice Bar LLC,Chicago,60634,White,Female,White,,Chicago,Northwest,City of Chicago
Chicago Executives LLC,Chicago,60636,I decline to answer,Female,I decline to answer,,Chicago,Mid South,City of Chicago
Bestow Incorporated,Chicago,60637,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
Dsgnrz LLC,Chicago,60637,Black or African American,Male,Black or African American,,Chicago,Mid South,City of Chicago
Fantasía A. Graham,Chicago,60637,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
GET DOWN VIDEO & AUDIO,Chicago,60637,Black or African American,Male,Black or African American,,Chicago,Mid South,City of Chicago
Kai B Vocals Entertainment LLC,Chicago,60637,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
"KATALYST ENTERTAINMENT, INC",Chicago,60637,Black or African American,Male,Black or African American,,Chicago,Mid South,City of Chicago
"Praize Productions, Inc. NFP",Chicago,60637,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
"Praize Productions, Inc. NFP",Chicago,60637,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
Red Clay Dance Company Inc,Chicago,60637,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
Sibleyartstudio,Chicago,60637,Black or African American,Male,Black or African American,,Chicago,Mid South,City of Chicago
Woodlawn Diversity In Action,Chicago,60637,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
The Renaissance Society at the University of Chicago,Chicago,60637,I decline to answer,Female,I decline to answer,,Chicago,Mid South,City of Chicago
"The Seminary Co-op Bookstores, Inc.",Chicago,60637,I decline to answer,I decline to answer,I decline to answer,,Chicago,Mid South,City of Chicago
Good life events and more,Chicago,60638,Black or African American,Female,Black or African American,,Chicago,Southwest,City of Chicago
Gold Coast Entertainment,Chicago,60638,Black or African American Multiple Races,Male,Multiracial,,Chicago,Southwest,City of Chicago
Magoo's Bar LLC,Chicago,60638,White,Male,White,,Chicago,Southwest,City of Chicago
Marc Dunworth Foundation for the Performing Arts,Chicago,60638,White,Female,White,,Chicago,Southwest,City of Chicago
"My Mobile Musician, LLC - A Flor de Piel",Chicago,60638,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Southwest,City of Chicago
Chicago Cultural Performing Arts and Media Alliance,Chicago,60639,Black or African American,Male,Black or African American,,Chicago,Northwest,City of Chicago
Desamor Art,Chicago,60639,Black or African American,Male,Black or African American,,Chicago,Northwest,City of Chicago
Desamor Designs,Chicago,60639,Black or African American,Male,Black or African American,,Chicago,Northwest,City of Chicago
Kinsey Enterprises LLC,Chicago,60639,Black or African American,Male,Black or African American,,Chicago,Northwest,City of Chicago
KNOX PRODUCTS,Chicago,60639,Black or African American,Male,Black or African American,,Chicago,Northwest,City of Chicago
Little Black Diamonds Inc,Chicago,60639,I decline to answer,I decline to answer,I decline to answer,,Chicago,Northwest,City of Chicago
"Longmire, Davonte Longmire",Chicago,60639,I decline to answer,I decline to answer,I decline to answer,,Chicago,Northwest,City of Chicago
Sonic Palace,Chicago,60639,Multiple Races,Male,Multiracial,,Chicago,Northwest,City of Chicago
THE KNOX PROJECT,Chicago,60639,Black or African American Hispanic or Latino/a/x White Asian American Multiple Races,Male,Multiracial,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
David Edward Miller,Chicago,60639,White,Male,White,,Chicago,Northwest,City of Chicago
Soft Cage Films,Chicago,60639,White,Male,White,,Chicago,Northwest,City of Chicago
Segundo Ruiz Belvis Cultural Center,Chicago,60639,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
"The Miracle Center, Inc",Chicago,60639,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
Aimy Tien,Chicago,60640,Asian American,I decline to answer,Asian American,,Chicago,North Side,City of Chicago
Christine Pascual,Chicago,60640,Asian American,Female,Asian American,,Chicago,North Side,City of Chicago
Dawn L. Low,Chicago,60640,Asian American,Female,Asian American,,Chicago,North Side,City of Chicago
G.M.A.B LLC,Chicago,60640,Black or African American,Male,Black or African American,,Chicago,North Side,City of Chicago
Terrell Armstrong,Chicago,60640,Black or African American,Nonbinary,Black or African American,,Chicago,North Side,City of Chicago
The African American Arts Alliance of Chicago,Chicago,60640,Black or African American,Female,Black or African American,,Chicago,North Side,City of Chicago
Michael Zerang,Chicago,60640,Middle Eastern or North African (MENA)/Arab American,Male,Middle Eastern or North African (MENA)/Arab American,,Chicago,North Side,City of Chicago
The Center for International Performance and Exhibition,Chicago,60640,Multiple Races,Female,Multiracial,,Chicago,North Side,City of Chicago
Accessible Contemporary Music,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
Amanda Paulson Creative LLC,Chicago,60640,White,Female,White,,Chicago,North Side,City of Chicago
Americas Media Initiative NFP,Chicago,60640,White,Female,White,,Chicago,North Side,City of Chicago
Ana Everling LLC,Chicago,60640,White,Female,White,,Chicago,North Side,City of Chicago
"Artemisia, A Chicago Theatre, NFP",Chicago,60640,White,Female,White,,Chicago,North Side,City of Chicago
Big Mouth Talent Inc.,Chicago,60640,White,Female,White,,Chicago,North Side,City of Chicago
Caitlin Hickey,Chicago,60640,White,Female,White,,Chicago,North Side,City of Chicago
Carol's Venture LLC,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
CircEsteem Inc,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
Daniel Nelson Inc,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
Eric Backus Sound Design and Engineering,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
Evan C. Dolan,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
Ingrid's Originals Inc.,Chicago,60640,White,Female,White,,Chicago,North Side,City of Chicago
Kristin Hammargren,Chicago,60640,White,Female,White,,Chicago,North Side,City of Chicago
Leah Raidt Ltd.,Chicago,60640,White,Nonbinary,White,,Chicago,North Side,City of Chicago
Luiz Ewerling,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
Matt Hendricks,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
Rachel N Walsh,Chicago,60640,White,Nonbinary,White,,Chicago,North Side,City of Chicago
Rebecca J. Tanner,Chicago,60640,White,Female,White,,Chicago,North Side,City of Chicago
"Redline VR, LLC",Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
Standing Wave LLC,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
Swedish American Museum Association of Chicago,Chicago,60640,White,Female,White,,Chicago,North Side,City of Chicago
Taylor'd INC.,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
The Joseph Jefferson Award Committee,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
The Practice,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
The Utopian Theatre Asylum,Chicago,60640,White,Male,White,,Chicago,North Side,City of Chicago
Tyler Meredith,Chicago,60640,White,Female,White,,Chicago,North Side,City of Chicago
Alexandra Bahena,Chicago,60640,Hispanic or Latino/a/x,Nonbinary,,Hispanic or Latino/a/x,Chicago,North Side,City of Chicago
3394 n milwaukee inc,Chicago,60641,I decline to answer,I decline to answer,I decline to answer,,Chicago,Northwest,City of Chicago
Chicago Catz LLC,Chicago,60641,White Black or African American,Male,Multiracial,,Chicago,Northwest,City of Chicago
Amanda Maraist,Chicago,60641,White,Female,White,,Chicago,Northwest,City of Chicago
Baltic Art Studio Co.,Chicago,60641,White,Female,White,,Chicago,Northwest,City of Chicago
KNOX AVE REHEARSALS LLC,Chicago,60641,White,Male,White,,Chicago,Northwest,City of Chicago
Matter Dance Company,Chicago,60641,White,Female,White,,Chicago,Northwest,City of Chicago
Maxwell J Subar,Chicago,60641,White,Male,White,,Chicago,Northwest,City of Chicago
Michael J Macdonald,Chicago,60641,White,Male,White,,Chicago,Northwest,City of Chicago
Ryan Jacobi,Chicago,60641,White,Male,White,,Chicago,Northwest,City of Chicago
"Scott Lynch Films, LLC",Chicago,60641,White,Male,White,,Chicago,Northwest,City of Chicago
Sean Jacobi,Chicago,60641,White,Male,White,,Chicago,Northwest,City of Chicago
Armando Perez,Chicago,60641,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
Ballet Folklorico de Chicago,Chicago,60641,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
National Vietnam Veterans Art Museum,Chicago,60641,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
A.R.C. Educational Foundation,Chicago,60642,White,Female,White,,Chicago,Near North,City of Chicago
Atticus Creative Corporation,Chicago,60642,White,Male,White,,Chicago,Near North,City of Chicago
COMMON Dance LLC,Chicago,60642,White,Male,White,,Chicago,Near North,City of Chicago
fig media incorporated,Chicago,60642,White,Female,White,,Chicago,Near North,City of Chicago
Intuit: The Center for Intuitive and Outsider Art,Chicago,60642,White,Female,White,,Chicago,Near North,City of Chicago
Jackson James,Chicago,60642,White,Male,White,,Chicago,Near North,City of Chicago
Revel Talent Alliance,Chicago,60642,White,Male,White,,Chicago,Near North,City of Chicago
RICK MCCORMICK,Chicago,60642,White,Male,White,,Chicago,Near North,City of Chicago
Roots & Culture NFP,Chicago,60642,White,Nonbinary,White,,Chicago,Near North,City of Chicago
The Fund for Innovative T V,Chicago,60642,White,Female,White,,Chicago,Near North,City of Chicago
Where's the Duke Inc,Chicago,60642,White,Male,White,,Chicago,Near North,City of Chicago
"Aaron O, LLC",Chicago,60643,Black or African American,Male,Black or African American,,Chicago,Far South,City of Chicago
Chicago's Finest Marina Yacht Club,Chicago,60643,Black or African American,Male,Black or African American,,Chicago,Far South,City of Chicago
ELIE EMPOWERMENT INC,Chicago,60643,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
Kurt Shelby,Chicago,60643,Black or African American,Male,Black or African American,,Chicago,Far South,City of Chicago
LA Style School of Cosmetology LLC,Chicago,60643,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
LIZZIE G ENTERTAINMENT LLC,Chicago,60643,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
"Something Flyer, LLC",Chicago,60643,Black or African American,Male,Black or African American,,Chicago,Far South,City of Chicago
"Adorned with Awareness, LLC",Chicago,60643,Black or African American American Indian/Native American or Alaska Native Hispanic or Latino/a/x,Female,Multiracial,Hispanic or Latino/a/x,Chicago,Far South,City of Chicago
Beverly Body Works Inc.,Chicago,60643,White,Female,White,,Chicago,Far South,City of Chicago
Brian Peter Jack,Chicago,60643,White,Male,White,,Chicago,Far South,City of Chicago
Carolyn Riley,Chicago,60643,White,Female,White,,Chicago,Far South,City of Chicago
Atlas America inc,Chicago,60644,Asian American,Male,Asian American,,Chicago,West Side,City of Chicago
Latoya Culpepper DBA LG Consultants,Chicago,60644,Black or African American,Female,Black or African American,,Chicago,West Side,City of Chicago
Sanchez Larry,Chicago,60644,Black or African American,Female,Black or African American,,Chicago,West Side,City of Chicago
Strawdog Theatre Company,Chicago,60644,Black or African American,Female,Black or African American,,Chicago,West Side,City of Chicago
VJWE,Chicago,60644,Black or African American,Male,Black or African American,,Chicago,West Side,City of Chicago
Lord Haiti,Chicago,60644,I decline to answer,Male,I decline to answer,,Chicago,West Side,City of Chicago
urban pilón,Chicago,60644,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,West Side,City of Chicago
Chicago Corner LLC,Chicago,60645,Multiple Races,Nonbinary,Multiracial,,Chicago,North Side,City of Chicago
"1st Gear, Inc.",Chicago,60645,White,Male,White,,Chicago,North Side,City of Chicago
Adam Bitterman,Chicago,60645,White,Male,White,,Chicago,North Side,City of Chicago
Fandl Photography,Chicago,60645,White,Female,White,,Chicago,North Side,City of Chicago
Mind Exchange Music LLC,Chicago,60645,White,Male,White,,Chicago,North Side,City of Chicago
"Studio North Academy of the Performing Arts, LLC",Chicago,60645,White,Female,White,,Chicago,North Side,City of Chicago
Jose Guzman,Chicago,60645,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,North Side,City of Chicago
INSPIRE ONE INC,Chicago,60646,Not Listed Asian American,Female,Multiracial,,Chicago,Northwest,City of Chicago
Fabricworks,Chicago,60646,White,Female,White,,Chicago,Northwest,City of Chicago
Fabricworks (legal business name),Chicago,60646,White,Female,White,,Chicago,Northwest,City of Chicago
Jonathan Langford,Chicago,60646,White,Male,White,,Chicago,Northwest,City of Chicago
Matthew Ulery,Chicago,60646,White,Male,White,,Chicago,Northwest,City of Chicago
Soundboxchicago.com,Chicago,60646,White,Male,White,,Chicago,Northwest,City of Chicago
Still Inspired NFP,Chicago,60646,White,Female,White,,Chicago,Northwest,City of Chicago
Andre LaCourPhotography Inc.,Chicago,60646,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
"K H Hapkido School, Inc.",Chicago,60647,Asian American,Male,Asian American,,Chicago,Northwest,City of Chicago
Allen Studios,Chicago,60647,Black or African American,Male,Black or African American,,Chicago,Northwest,City of Chicago
Elastic Arts Foundation,Chicago,60647,Black or African American,Male,Black or African American,,Chicago,Northwest,City of Chicago
Douglas Bistrow,Chicago,60647,I decline to answer,I decline to answer,I decline to answer,,Chicago,Northwest,City of Chicago
OP ESPORTS INC.,Chicago,60647,Middle Eastern or North African (MENA)/Arab American,Male,Middle Eastern or North African (MENA)/Arab American,,Chicago,Northwest,City of Chicago
Isabel C Olive,Chicago,60647,Hispanic or Latino/a/x Multiple Races,Female,Multiracial,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
OHMME Music LLC.,Chicago,60647,White Not Listed,Female,Multiracial,,Chicago,Northwest,City of Chicago
"DP Casting, LLC",Chicago,60647,Not Listed,Male,Not Listed,,Chicago,Northwest,City of Chicago
Laura Gordon,Chicago,60647,Not Listed,Female,Not Listed,,Chicago,Northwest,City of Chicago
"3420 Blues Club, Inc.",Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Abby Black,Chicago,60647,White,Nonbinary,White,,Chicago,Northwest,City of Chicago
Aloft Dance LLC,Chicago,60647,White,Female,White,,Chicago,Northwest,City of Chicago
Austin Vesely,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Brittany Sowacke,Chicago,60647,White,Female,White,,Chicago,Northwest,City of Chicago
Cabinet of Curiosity,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Chicago Gamespace LLC,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Club Twenty Twenty Ltd.,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
"Doozy, LLC",Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
ESP Presents LLC,Chicago,60647,White,Female,White,,Chicago,Northwest,City of Chicago
Gravity Studios,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Gregory W Fundis,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Hand&Eye Fine Arts LLC,Chicago,60647,White,Female,White,,Chicago,Northwest,City of Chicago
Jana McLain,Chicago,60647,White,Nonbinary,White,,Chicago,Northwest,City of Chicago
Joseph Madary,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Kara Schultz Music and Theatre,Chicago,60647,White,Nonbinary,White,,Chicago,Northwest,City of Chicago
"KMA Enterprises, Inc.",Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
La Donna Lounge Inc.,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Lauren Owen,Chicago,60647,White,Female,White,,Chicago,Northwest,City of Chicago
McPhillips Art Studio,Chicago,60647,White,I decline to answer,White,,Chicago,Northwest,City of Chicago
Melissa Fox Media LLC,Chicago,60647,White,Female,White,,Chicago,Northwest,City of Chicago
Michael Savona,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
"Midwestern School of Music, LLC",Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Neverland Events and Artist Management Corp,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
New Music Chicago,Chicago,60647,White,Female,White,,Chicago,Northwest,City of Chicago
Oliver Horton,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
OpalPics Media LLC,Chicago,60647,White,Female,White,,Chicago,Northwest,City of Chicago
Quinlan Kirchner,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Resavoir,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Richard Sherry,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
SlOW MASS LLC,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
"Sub-Urban Arts Collective, LLC",Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
Sweat The Sound Inc,Chicago,60647,White,Male,White,,Chicago,Northwest,City of Chicago
"Toast & Jam, Inc",Chicago,60647,White,Female,White,,Chicago,Northwest,City of Chicago
"Victoria Sprung Photography, LLC",Chicago,60647,White,Female,White,,Chicago,Northwest,City of Chicago
Zephyr Dance Ensemble,Chicago,60647,White,Female,White,,Chicago,Northwest,City of Chicago
Cerqua Rivera Art Experience,Chicago,60647,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
Leyda Lady Sol Garcia,Chicago,60647,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
